,gene_id,name,family,class
522,Sb04g037720,SbNAC63,NAC,TF
523,Sb07g027650,SbNAC97,NAC,TF
524,SCMCSB1109C11.g,ScNAC39,NAC,TF
525,PTSo00909.1,ScNAC20,NAC,TF
526,SCCCRZ1004G12.g,ScNAC53,NAC,TF
527,SCEZRT2023G12.g,ScNAC57,NAC,TF
528,PTSo00907.1,ScNAC1,NAC,TF
529,SCBGLR1002H04.g,ScNAC85,NAC,TF
530,SCCCLR1070C08.g,ScNAC89,NAC,TF
531,PTSo00898.1,ScNAC14,NAC,TF
532,SCAGRT2039C10.g,ScNAC29,NAC,TF
533,PTSo00906.1,ScNAC21,NAC,TF
534,SCSGLV1011C04.g,ScNAC65,NAC,TF
535,SCEQRT1024G05.g,ScNAC58,NAC,TF
536,SCCCCL5072D12.g,ScNAC35,NAC,TF
537,SCRLCL6032B05.g,ScNAC49,NAC,TF
538,SCACLR2007C06.g,ScNAC45,NAC,TF
539,SCCCCL6005A08.g,ScNAC44,NAC,TF
540,PTSo00894.1,ScNAC8,NAC,TF
541,SCRLST3165E07.g,ScNAC67,NAC,TF
542,PTSo00891.1,ScNAC12,NAC,TF
543,SCVPLB1019G11.g,ScNAC60,NAC,TF
544,SCRUAD1132D09.g,ScNAC51,NAC,TF
545,SCCCCL3001D02.g,ScNAC36,NAC,TF
546,SCCCLR2003E10.g,ScNAC27,NAC,TF
547,SCCCST3005F09.g,ScNAC80,NAC,TF
548,SCQSRT2036F07.g,ScNAC69,NAC,TF
549,SCCCSB1002A01.g,ScNAC75,NAC,TF
550,SCEPRT2048G05.g,ScNAC77,NAC,TF
551,SCBGLR1118D05.g,ScNAC52,NAC,TF
552,SCEPLB1042D02.g,ScNAC84,NAC,TF
553,SCCCCL3140E02.g,ScNAC30,NAC,TF
554,PTSo00895.1,ScNAC10,NAC,TF
555,SCJLRT2049C12.b,ScNAC32,NAC,TF
556,PTSo00908.1,ScNAC4,NAC,TF
557,SCJFRT2054C09.g,ScNAC61,NAC,TF
558,PTSo00905.1,ScNAC11,NAC,TF
559,SCCCFL2002D10.g,ScNAC28,NAC,TF
560,SCVPLR2027G07.g,ScNAC63,NAC,TF
561,SCEQRT1027H04.g,ScNAC81,NAC,TF
562,SCBGFL3094F02.g,ScNAC79,NAC,TF
563,PTSo00900.1,ScNAC23,NAC,TF
564,PTSo00904.1,ScNAC13,NAC,TF
565,SCEQRT1028D09.g,ScNAC43,NAC,TF
566,SCJLRT1015C08.g,ScNAC40,NAC,TF
567,SCJFRZ2014D06.g,ScNAC46,NAC,TF
568,PTSo00885.1,ScNAC26,NAC,TF
569,SCCCLR2003C07.g,ScNAC34,NAC,TF
570,SCCCLB1024F12.g,ScNAC82,NAC,TF
571,SCCCCL4009H05.g,ScNAC54,NAC,TF
572,PTSo00888.1,ScNAC17,NAC,TF
573,SCEQRT2030D12.g,ScNAC62,NAC,TF
574,SCQGAM2026C10.g,ScNAC64,NAC,TF
575,SCEZLB1010H05.g,ScNAC42,NAC,TF
576,PTSo00892.1,ScNAC7,NAC,TF
577,PTSo00901.1,ScNAC5,NAC,TF
578,SCMCLR1122B12.g,ScNAC73,NAC,TF
579,SCJLRT1018B06.g,ScNAC55,NAC,TF
580,PTSo00899.1,ScNAC19,NAC,TF
581,SCCCLR1C04H01.g,ScNAC74,NAC,TF
582,SCMCCL6052E02.g,ScNAC72,NAC,TF
583,SCCCFL4092A07.g,ScNAC56,NAC,TF
584,PTSo00893.1,ScNAC25,NAC,TF
585,SCEQRT1024G08.g,ScNAC68,NAC,TF
586,SCCCCL4014A04.g,ScNAC83,NAC,TF
587,SCMCLB2082D05.g,ScNAC37,NAC,TF
588,PTSo00902.1,ScNAC15,NAC,TF
589,PTSo00884.1,ScNAC3,NAC,TF
590,PTSo00897.1,ScNAC18,NAC,TF
591,SCBGLB2012G03.g,ScNAC48,NAC,TF
592,SCQGRT3042B03.g,ScNAC33,NAC,TF
593,PTSo00886.1,ScNAC9,NAC,TF
594,SCEPAM1021E09.g,ScNAC87,NAC,TF
595,PTSo00896.1,ScNAC22,NAC,TF
596,SCJFRT1009A08.g,ScNAC88,NAC,TF
597,PTSo00887.1,ScNAC16,NAC,TF
598,PTSo00890.1,ScNAC24,NAC,TF
599,SCCCCL4007D12.g,ScNAC38,NAC,TF
600,SCEQRT1031E06.g,ScNAC86,NAC,TF
601,SCQGAM2028E09.g,ScNAC70,NAC,TF
602,SCEZRT2019E05.g,ScNAC78,NAC,TF
603,SCRLCL6031C08.g,ScNAC47,NAC,TF
604,PTSo00889.1,ScNAC6,NAC,TF
605,PTSo00903.1,ScNAC2,NAC,TF
606,SCEZHR1086A06.g,ScNAC59,NAC,TF
607,SCMCRT2106G06.g,ScNAC41,NAC,TF
608,SCJLHR1027E08.g,ScNAC71,NAC,TF
609,LOC_Os10g26240,OsNAC100,NAC,TF
610,LOC_Os10g25620,OsNAC98,NAC,TF
611,LOC_Os11g08210,OsNAC112,NAC,TF
612,LOC_Os01g60020,OsNAC9,NAC,TF
613,LOC_Os05g34310,OsNAC49,NAC,TF
614,LOC_Os01g09550,OsNAC3,NAC,TF
615,LOC_Os03g03540,OsNAC27,NAC,TF
616,LOC_Os05g10620,OsNAC47,NAC,TF
617,LOC_Os01g66490,OsNAC12,NAC,TF
618,LOC_Os03g12120,OsNAC29,NAC,TF
619,LOC_Os08g33910,OsNAC84,NAC,TF
620,LOC_Os01g29840,OsNAC5,NAC,TF
621,LOC_Os03g02800,OsNAC26,NAC,TF
622,LOC_Os11g03370,OsNAC109,NAC,TF
623,LOC_Os02g56600,OsNAC23,NAC,TF
624,LOC_Os02g18470,,NAC,TF
625,LOC_Os05g34830,OsNAC51,NAC,TF
626,LOC_Os04g52810,OsNAC45,NAC,TF
627,LOC_Os11g31360,OsNAC115,NAC,TF
628,LOC_Os05g28129,,NAC,TF
629,LOC_Os10g27380,,NAC,TF
630,LOC_Os12g41680,OsNAC126,NAC,TF
631,LOC_Os12g04230,,NAC,TF
632,LOC_Os01g59640,OsNAC8,NAC,TF
633,LOC_Os12g43530,OsNAC127,NAC,TF
634,LOC_Os06g23650,OsNAC60,NAC,TF
635,LOC_Os07g09860,OsNAC68,NAC,TF
636,LOC_Os03g39050,OsNAC32,NAC,TF
637,LOC_Os08g06140,OsNAC80,NAC,TF
638,LOC_Os01g48130,OsNAC6,NAC,TF
639,LOC_Os07g48550,OsNAC76,NAC,TF
640,LOC_Os07g09830,OsNAC67,NAC,TF
641,LOC_Os01g64310,OsNAC10,NAC,TF
642,LOC_Os05g25960,OsNAC48,NAC,TF
643,LOC_Os09g24560,OsNAC89,NAC,TF
644,LOC_Os03g61249,OsNAC38,NAC,TF
645,LOC_Os10g09820,OsNAC96,NAC,TF
646,LOC_Os03g39100,OsNAC33,NAC,TF
647,LOC_Os05g27749,,NAC,TF
648,LOC_Os09g38010,OsNAC95,NAC,TF
649,LOC_Os07g04560,OsNAC65,NAC,TF
650,LOC_Os09g32040,OsNAC91,NAC,TF
651,LOC_Os02g12310,OsNAC15,NAC,TF
652,LOC_Os03g01870,OsNAC25,NAC,TF
653,LOC_Os11g03300,OsNAC107,NAC,TF
654,LOC_Os08g10080,OsNAC81,NAC,TF
655,LOC_Os05g48850,OsNAC55,NAC,TF
656,LOC_Os11g03310,OsNAC108,NAC,TF
657,LOC_Os03g60080,OsNAC37,NAC,TF
658,LOC_Os12g03040,OsNAC118,NAC,TF
659,LOC_Os05g26026,,NAC,TF
660,LOC_Os12g05990,OsNAC120,NAC,TF
661,LOC_Os08g02160,OsNAC78,NAC,TF
662,LOC_Os08g42400,OsNAC86,NAC,TF
663,LOC_Os07g48450,OsNAC75,NAC,TF
664,LOC_Os11g05614,OsNAC111,NAC,TF
665,LOC_Os02g15340,OsNAC16,NAC,TF
666,LOC_Os05g37080,OsNAC53,NAC,TF
667,LOC_Os01g15640,OsNAC4,NAC,TF
668,LOC_Os03g61650,,NAC,TF
669,LOC_Os11g04360,,NAC,TF
670,LOC_Os10g33760,OsNAC104,NAC,TF
671,LOC_Os03g21060,OsNAC31,NAC,TF
672,LOC_Os08g33670,OsNAC83,NAC,TF
673,LOC_Os10g21560,OsNAC97,NAC,TF
674,LOC_Os12g07790,OsNAC121,NAC,TF
675,LOC_Os11g45950,OsNAC117,NAC,TF
676,LOC_Os11g31370,,NAC,TF
677,LOC_Os04g35660,OsNAC41,NAC,TF
678,LOC_Os02g06950,OsNAC14,NAC,TF
679,LOC_Os01g01470,OsNAC2,NAC,TF
680,LOC_Os02g41450,OsNAC20,NAC,TF
681,LOC_Os03g21030,OsNAC30,NAC,TF
682,LOC_Os04g43560,OsNAC44,NAC,TF
683,LOC_Os01g47670,,NAC,TF
684,LOC_Os10g25640,OsNAC99,NAC,TF
685,LOC_Os06g01230,OsNAC56,NAC,TF
686,LOC_Os01g71790,,NAC,TF
687,LOC_Os10g27360,OsNAC102,NAC,TF
688,LOC_Os11g31330,OsNAC113,NAC,TF
689,LOC_Os07g13920,OsNAC70,NAC,TF
690,LOC_Os12g22630,OsNAC122,NAC,TF
691,LOC_Os04g59470,OsNAC46,NAC,TF
692,LOC_Os09g33490,OsNAC93,NAC,TF
693,LOC_Os01g66120,OsNAC11,NAC,TF
694,LOC_Os12g29330,OsNAC125,NAC,TF
695,LOC_Os03g59730,OsNAC36,NAC,TF
696,LOC_Os02g42970,OsNAC21,NAC,TF
697,LOC_Os12g03050,OsNAC119,NAC,TF
698,LOC_Os09g32260,OsNAC92,NAC,TF
699,LOC_Os12g22940,OsNAC123,NAC,TF
700,LOC_Os09g12380,OsNAC88,NAC,TF
701,LOC_Os01g01430,OsNAC1,NAC,TF
702,LOC_Os05g26049,,NAC,TF
703,LOC_Os04g39960,,NAC,TF
704,LOC_Os08g23880,OsNAC82,NAC,TF
705,LOC_Os10g38834,OsNAC105,NAC,TF
706,LOC_Os08g44820,OsNAC87,NAC,TF
707,LOC_Os06g04090,OsNAC58,NAC,TF
708,LOC_Os12g23090,OsNAC124,NAC,TF
709,LOC_Os01g28050,,NAC,TF
710,LOC_Os03g04070,OsNAC28,NAC,TF
711,LOC_Os03g42630,OsNAC34,NAC,TF
712,LOC_Os02g36880,OsNAC18,NAC,TF
713,LOC_Os08g02300,OsNAC79,NAC,TF
714,LOC_Os04g40140,OsNAC43,NAC,TF
715,LOC_Os02g34970,OsNAC17,NAC,TF
716,LOC_Os07g27340,OsNAC73,NAC,TF
717,LOC_Os05g35170,OsNAC52,NAC,TF
718,LOC_Os07g31410,,NAC,TF
719,LOC_Os11g07700,,NAC,TF
720,LOC_Os01g70110,OsNAC13,NAC,TF
721,LOC_Os06g46270,OsNAC63,NAC,TF
722,LOC_Os03g61319,OsNAC39,NAC,TF
723,LOC_Os04g38720,OsNAC42,NAC,TF
724,LOC_Os01g48446,,NAC,TF
725,LOC_Os09g38000,OsNAC94,NAC,TF
726,LOC_Os02g57650,OsNAC24,NAC,TF
727,LOC_Os06g36480,OsNAC62,NAC,TF
728,LOC_Os10g27390,OsNAC103,NAC,TF
729,LOC_Os07g17180,OsNAC71,NAC,TF
730,LOC_Os11g04960,OsNAC110,NAC,TF
731,LOC_Os06g51070,OsNAC64,NAC,TF
732,LOC_Os02g18460,,NAC,TF
733,LOC_Os11g31340,OsNAC114,NAC,TF
734,LOC_Os03g62470,OsNAC40,NAC,TF
735,LOC_Os07g37920,OsNAC74,NAC,TF
736,LOC_Os04g42940,,NAC,TF
737,LOC_Os06g33940,OsNAC61,NAC,TF
738,LOC_Os10g26270,OsNAC101,NAC,TF
739,LOC_Os10g42130,OsNAC106,NAC,TF
740,LOC_Os05g43960,OsNAC54,NAC,TF
741,LOC_Os11g04470,,NAC,TF
742,LOC_Os08g01330,OsNAC77,NAC,TF
743,LOC_Os07g12340,OsNAC69,NAC,TF
744,LOC_Os03g56580,OsNAC35,NAC,TF
745,LOC_Os06g15690,OsNAC59,NAC,TF
746,LOC_Os05g34600,OsNAC50,NAC,TF
747,LOC_Os06g01480,OsNAC57,NAC,TF
748,LOC_Os08g40030,OsNAC85,NAC,TF
749,LOC_Os07g27330,OsNAC72,NAC,TF
750,LOC_Os11g31380,OsNAC116,NAC,TF
751,LOC_Os07g09740,OsNAC66,NAC,TF
752,LOC_Os02g38130,OsNAC19,NAC,TF
753,Bradi4g38630,BdBRZ7,BZR,TF
754,Bradi1g23550,BdBRZ1,BZR,TF
755,Bradi1g38180,BdBRZ2,BZR,TF
756,Bradi2g04790,BdBRZ3,BZR,TF
757,Bradi3g02800,BdBRZ5,BZR,TF
758,Bradi3g08967,BdBRZ6,BZR,TF
759,Bradi2g06400,BdBRZ4,BZR,TF
760,Sb04g008400,SbBZR7,BZR,TF
761,Sb02g037500,SbBZR2,BZR,TF
762,Sb01g047720,SbBZR1,BZR,TF
763,Sb03g002480,SbBZR3,BZR,TF
764,Sb03g004070,SbBZR4,BZR,TF
765,Sb10g021750,SbBZR8,BZR,TF
766,Sb04g008380,SbBZR6,BZR,TF
767,Sb04g002450,SbBZR5,BZR,TF
768,PTSo00264.1,ScBZR3,BZR,TF
769,SCBFAD1093B10.g,ScBZR10,BZR,TF
770,PTSo00261.1,ScBZR4,BZR,TF
771,SCAGLR2011C10.g,ScBZR11,BZR,TF
772,SCSGHR1070C04.g,ScBZR7,BZR,TF
773,SCJFSB1012B12.b,ScBZR9,BZR,TF
774,SCVPRZ2043G09.g,ScBZR6,BZR,TF
775,SCCCRZ1002G10.g,ScBZR5,BZR,TF
776,PTSo00263.1,ScBZR2,BZR,TF
777,PTSo00262.1,ScBZR1,BZR,TF
778,SCEQRT2026B09.g,ScBZR8,BZR,TF
779,LOC_Os02g13900,OsBZR4,BZR,TF
780,LOC_Os01g10610,OsBZR2,BZR,TF
781,LOC_Os01g08180,OsBZR1,BZR,TF
782,LOC_Os06g35900,OsBZR5,BZR,TF
783,LOC_Os02g03690,OsBZR3,BZR,TF
784,LOC_Os07g39220,OsBZR6,BZR,TF
785,Bradi1g44520,BdE2F1,E2F-DP,TF
786,Bradi3g45130,BdE2F5,E2F-DP,TF
787,Bradi3g27520,BdE2F4,E2F-DP,TF
788,Bradi4g42050,BdE2F7,E2F-DP,TF
789,Bradi1g74890,BdE2F2,E2F-DP,TF
790,Bradi5g01920,BdE2F8,E2F-DP,TF
791,Bradi3g59740,BdE2F6,E2F-DP,TF
792,Bradi2g46527,BdE2F3,E2F-DP,TF
793,Sb01g021000,SbE2F1,E2F-DP,TF
794,Sb04g021970,SbE2F4,E2F-DP,TF
795,Sb08g003670,SbE2F8,E2F-DP,TF
796,Sb09g000900,SbE2F9,E2F-DP,TF
797,Sb01g046810,SbE2F2,E2F-DP,TF
798,Sb06g000890,SbE2F7,E2F-DP,TF
799,Sb03g031130,SbE2F3,E2F-DP,TF
800,Sb05g024630,SbE2F6,E2F-DP,TF
801,Sb04g028440,SbE2F5,E2F-DP,TF
802,Sb10g008800,SbE2F10,E2F-DP,TF
803,SCCCLB1002B01.g,ScE2F3,E2F-DP,TF
804,SCAGFL8042E07.g,ScE2F7,E2F-DP,TF
805,SCBFRT1065D08.g,ScE2F1,E2F-DP,TF
806,SCCCLR1076E11.g,ScE2F4,E2F-DP,TF
807,SCRLAM1006A02.g,ScE2F6,E2F-DP,TF
808,PTSo00447.1,ScE2F5,E2F-DP,TF
809,SCCCFL5093H10.g,ScE2F2,E2F-DP,TF
810,LOC_Os06g13670,OsE2F7,E2F-DP,TF
811,LOC_Os02g33430,OsE2F2,E2F-DP,TF
812,LOC_Os02g50630,OsE2F3,E2F-DP,TF
813,LOC_Os03g05760,OsE2F4,E2F-DP,TF
814,LOC_Os01g48700,OsE2F1,E2F-DP,TF
815,LOC_Os10g30420,OsE2F8,E2F-DP,TF
816,LOC_Os04g02140,OsE2F5,E2F-DP,TF
817,LOC_Os04g33950,OsE2F6,E2F-DP,TF
818,LOC_Os12g06200,OsE2F9,E2F-DP,TF
819,Bradi3g33630,BdTHX7,Trihelix,TF
820,Bradi5g11070,BdTHX12,Trihelix,TF
821,Bradi5g20847,BdTHX15,Trihelix,TF
822,Bradi3g46210,BdTHX10,Trihelix,TF
823,Bradi2g38230,BdTHX3,Trihelix,TF
824,Bradi5g13900,BdTHX13,Trihelix,TF
825,Bradi3g30457,BdTHX6,Trihelix,TF
826,Bradi3g45230,BdTHX9,Trihelix,TF
827,Bradi5g17150,BdTHX14,Trihelix,TF
828,Bradi2g16780,BdTHX2,Trihelix,TF
829,Bradi1g77610,BdTHX1,Trihelix,TF
830,Bradi3g00697,BdTHX5,Trihelix,TF
831,Bradi2g46320,BdTHX4,Trihelix,TF
832,Bradi3g38680,BdTHX8,Trihelix,TF
833,Bradi5g08980,BdTHX11,Trihelix,TF
834,Sb01g028790,SbTHX2,Trihelix,TF
835,Sb03g033020,SbTHX6,Trihelix,TF
836,Sb06g023980,SbTHX15,Trihelix,TF
837,Sb09g028350,SbTHX19,Trihelix,TF
838,Sb07g029070,SbTHX17,Trihelix,TF
839,Sb03g030880,SbTHX5,Trihelix,TF
840,Sb01g049740,SbTHX4,Trihelix,TF
841,Sb06g017920,SbTHX13,Trihelix,TF
842,Sb04g005900,SbTHX8,Trihelix,TF
843,Sb06g027540,SbTHX16,Trihelix,TF
844,Sb01g017120,SbTHX1,Trihelix,TF
845,Sb09g002370,SbTHX18,Trihelix,TF
846,Sb04g033390,SbTHX11,Trihelix,TF
847,Sb01g038330,SbTHX3,Trihelix,TF
848,Sb06g015280,SbTHX12,Trihelix,TF
849,Sb04g000520,SbTHX7,Trihelix,TF
850,Sb06g020670,SbTHX14,Trihelix,TF
851,Sb04g023340,SbTHX10,Trihelix,TF
852,Sb04g005902,SbTHX9,Trihelix,TF
853,PTSo01028.1,ScTHX4,Trihelix,TF
854,PTSo01027.1,ScTHX6,Trihelix,TF
855,PTSo01029.1,ScTHX5,Trihelix,TF
856,SCJLST1019B09.g,ScTHX2,Trihelix,TF
857,SCVPRZ3030F10.g,ScTHX3,Trihelix,TF
858,SCEZHR1083C04.g,ScTHX1,Trihelix,TF
859,LOC_Os10g41460,OsTHX20,Trihelix,TF
860,LOC_Os05g03740,OsTHX15,Trihelix,TF
861,LOC_Os04g36790,OsTHX11,Trihelix,TF
862,LOC_Os02g35690,OsTHX6,Trihelix,TF
863,LOC_Os02g43300,OsTHX7,Trihelix,TF
864,LOC_Os03g18330,OsTHX9,Trihelix,TF
865,LOC_Os03g02240,OsTHX8,Trihelix,TF
866,LOC_Os01g52090,OsTHX2,Trihelix,TF
867,LOC_Os02g33610,OsTHX5,Trihelix,TF
868,LOC_Os08g37810,OsTHX17,Trihelix,TF
869,LOC_Os04g40930,OsTHX12,Trihelix,TF
870,LOC_Os04g51320,OsTHX14,Trihelix,TF
871,LOC_Os04g45750,OsTHX13,Trihelix,TF
872,LOC_Os05g48690,OsTHX16,Trihelix,TF
873,LOC_Os02g01380,OsTHX4,Trihelix,TF
874,LOC_Os01g48320,OsTHX1,Trihelix,TF
875,LOC_Os10g37240,OsTHX19,Trihelix,TF
876,Bradi4g32050,BdHSF21,HSF,TF
877,Bradi4g32130,BdHSF22,HSF,TF
878,Bradi4g35780,BdHSF23,HSF,TF
879,Bradi2g41530,BdHSF12,HSF,TF
880,Bradi1g55630,BdHSF7,HSF,TF
881,Bradi1g05550,BdHSF2,HSF,TF
882,Bradi2g49860,BdHSF15,HSF,TF
883,Bradi3g08870,BdHSF16,HSF,TF
884,Bradi3g26920,BdHSF17,HSF,TF
885,Bradi1g08890,BdHSF3,HSF,TF
886,Bradi1g69407,BdHSF9,HSF,TF
887,Bradi2g44050,BdHSF13,HSF,TF
888,Bradi1g01130,BdHSF1,HSF,TF
889,Bradi3g42130,BdHSF18,HSF,TF
890,Bradi1g38140,BdHSF6,HSF,TF
891,Bradi5g18680,BdHSF24,HSF,TF
892,Bradi3g43710,BdHSF19,HSF,TF
893,Bradi1g61620,BdHSF8,HSF,TF
894,Bradi1g19900,BdHSF4,HSF,TF
895,Bradi1g37720,BdHSF5,HSF,TF
896,Bradi3g44700,BdHSF20,HSF,TF
897,Bradi1g74350,BdHSF10,HSF,TF
898,Bradi2g18980,BdHSF11,HSF,TF
899,Bradi2g48990,BdHSF14,HSF,TF
900,Sb02g004370,SbHSF8,HSF,TF
901,Sb01g042370,SbHSF6,HSF,TF
902,Sb09g026440,SbHSF22,HSF,TF
903,Sb01g008380,SbHSF3,HSF,TF
904,Sb01g000730,SbHSF1,HSF,TF
905,Sb04g020050,SbHSF18,HSF,TF
906,Sb03g034630,SbHSF16,HSF,TF
907,Sb01g046350,SbHSF7,HSF,TF
908,Sb10g022340,SbHSF24,HSF,TF
909,Sb04g021490,SbHSF19,HSF,TF
910,Sb02g040790,SbHSF12,HSF,TF
911,Sb03g025770,SbHSF13,HSF,TF
912,Sb02g026590,SbHSF10,HSF,TF
913,Sb03g033750,SbHSF15,HSF,TF
914,Sb01g005250,SbHSF2,HSF,TF
915,Sb02g030490,SbHSF11,HSF,TF
916,Sb07g025120,SbHSF21,HSF,TF
917,Sb04g008300,SbHSF17,HSF,TF
918,Sb06g025710,SbHSF20,HSF,TF
919,Sb01g034500,SbHSF5,HSF,TF
920,Sb02g026500,SbHSF9,HSF,TF
921,Sb10g021800,SbHSF23,HSF,TF
922,Sb03g028470,SbHSF14,HSF,TF
923,Sb01g021490,SbHSF4,HSF,TF
924,SCUTST3084B04.g,ScHSF18,HSF,TF
925,SCCCCL6002H05.g,ScHSF5,HSF,TF
926,SCCCLB1C06H02.g,ScHSF6,HSF,TF
927,PTSo00731.1,ScHSF19,HSF,TF
928,SCBGRT1046D12.g,ScHSF3,HSF,TF
929,SCEZRZ3016A08.g,ScHSF11,HSF,TF
930,SCMCST1051D09.g,ScHSF14,HSF,TF
931,SCSBLB2037C10.g,ScHSF15,HSF,TF
932,SCCCLR1066C06.g,ScHSF7,HSF,TF
933,SCMCFL5005H11.g,ScHSF12,HSF,TF
934,SCACCL6009B02.g,ScHSF2,HSF,TF
935,SCEZLB1013C01.g,ScHSF10,HSF,TF
936,SCACAM1071D04.g,ScHSF1,HSF,TF
937,SCCCCL5002E07.g,ScHSF4,HSF,TF
938,SCSBRZ3117C06.g,ScHSF16,HSF,TF
939,SCMCRZ3067A03.g,ScHSF13,HSF,TF
940,LOC_Os03g63750,OsHSF13,HSF,TF
941,LOC_Os03g06630,OsHSF8,HSF,TF
942,LOC_Os06g35960,OsHSF17,HSF,TF
943,LOC_Os03g25120,OsHSF10,HSF,TF
944,LOC_Os01g39020,OsHSF1,HSF,TF
945,LOC_Os02g13800,OsHSF5,HSF,TF
946,LOC_Os05g45410,OsHSF15,HSF,TF
947,LOC_Os01g54550,OsHSF4,HSF,TF
948,LOC_Os08g43334,OsHSF22,HSF,TF
949,LOC_Os07g44690,OsHSF20,HSF,TF
950,LOC_Os03g53340,OsHSF11,HSF,TF
951,LOC_Os09g28200,OsHSF23,HSF,TF
952,LOC_Os08g36700,OsHSF21,HSF,TF
953,LOC_Os02g29340,OsHSF6,HSF,TF
954,LOC_Os01g43590,OsHSF2,HSF,TF
955,LOC_Os09g35790,OsHSF25,HSF,TF
956,LOC_Os07g08140,OsHSF19,HSF,TF
957,LOC_Os03g58160,OsHSF12,HSF,TF
958,LOC_Os01g53220,OsHSF3,HSF,TF
959,LOC_Os02g32590,OsHSF7,HSF,TF
960,LOC_Os10g28340,OsHSF26,HSF,TF
961,LOC_Os03g12370,OsHSF9,HSF,TF
962,LOC_Os06g36930,OsHSF18,HSF,TF
963,LOC_Os09g28354,OsHSF24,HSF,TF
964,LOC_Os04g48030,OsHSF14,HSF,TF
965,Bradi3g52320,BdGLK35,G2-like,TF
966,Bradi1g43710,BdGLK10,G2-like,TF
967,Bradi2g04810,BdGLK15,G2-like,TF
968,Bradi1g14480,BdGLK3,G2-like,TF
969,Bradi1g36236,BdGLK9,G2-like,TF
970,Bradi1g63530,BdGLK12,G2-like,TF
971,Bradi2g08287,BdGLK16,G2-like,TF
972,Bradi1g63690,BdGLK13,G2-like,TF
973,Bradi4g29700,BdGLK41,G2-like,TF
974,Bradi2g62067,BdGLK23,G2-like,TF
975,Bradi3g22290,BdGLK30,G2-like,TF
976,Bradi3g16340,BdGLK29,G2-like,TF
977,Bradi1g31837,BdGLK6,G2-like,TF
978,Bradi2g33650,BdGLK21,G2-like,TF
979,Bradi4g26800,BdGLK38,G2-like,TF
980,Bradi2g11400,BdGLK17,G2-like,TF
981,Bradi3g22297,BdGLK31,G2-like,TF
982,Bradi3g03538,BdGLK25,G2-like,TF
983,Bradi1g07630,BdGLK2,G2-like,TF
984,Bradi3g36260,BdGLK32,G2-like,TF
985,Bradi1g07510,BdGLK1,G2-like,TF
986,Bradi3g05500,BdGLK26,G2-like,TF
987,Bradi3g51410,BdGLK34,G2-like,TF
988,Bradi1g71910,BdGLK14,G2-like,TF
989,Bradi3g00550,BdGLK24,G2-like,TF
990,Bradi3g55120,BdGLK36,G2-like,TF
991,Bradi4g03160,BdGLK37,G2-like,TF
992,Bradi2g25380,BdGLK20,G2-like,TF
993,Bradi1g28920,BdGLK5,G2-like,TF
994,Bradi5g18590,BdGLK43,G2-like,TF
995,Bradi2g54787,BdGLK22,G2-like,TF
996,Bradi3g09160,BdGLK27,G2-like,TF
997,Bradi3g10730,BdGLK28,G2-like,TF
998,Bradi3g36710,BdGLK33,G2-like,TF
999,Bradi5g20520,BdGLK44,G2-like,TF
1000,Bradi4g27607,BdGLK39,G2-like,TF
1001,Bradi1g17400,BdGLK4,G2-like,TF
1002,Bradi4g27620,BdGLK40,G2-like,TF
1003,Bradi1g32370,BdGLK7,G2-like,TF
1004,Bradi5g25320,BdGLK45,G2-like,TF
1005,Bradi4g44930,BdGLK42,G2-like,TF
1006,Bradi1g58830,BdGLK11,G2-like,TF
1007,Bradi2g21407,BdGLK18,G2-like,TF
1008,Bradi1g34470,BdGLK8,G2-like,TF
1009,Bradi2g21880,BdGLK19,G2-like,TF
1010,Sb10g008400,SbGLK36,G2-like,TF
1011,Sb07g004100,SbGLK26,G2-like,TF
1012,Sb06g027405,SbGLK24,G2-like,TF
1013,Sb08g003180,SbGLK30,G2-like,TF
1014,Sb04g030830,SbGLK19,G2-like,TF
1015,Sb01g007130,SbGLK2,G2-like,TF
1016,Sb03g012625,SbGLK13,G2-like,TF
1017,Sb01g014354,SbGLK3,G2-like,TF
1018,Sb02g043320,SbGLK10,G2-like,TF
1019,Sb07g020820,SbGLK27,G2-like,TF
1020,Sb02g001600,SbGLK7,G2-like,TF
1021,Sb04g031030,SbGLK20,G2-like,TF
1022,Sb08g019720,SbGLK31,G2-like,TF
1023,Sb10g029200,SbGLK41,G2-like,TF
1024,Sb04g004930,SbGLK17,G2-like,TF
1025,Sb05g000480,SbGLK22,G2-like,TF
1026,Sb01g048420,SbGLK6,G2-like,TF
1027,Sb02g020700,SbGLK9,G2-like,TF
1028,Sb06g025600,SbGLK23,G2-like,TF
1029,Sb10g026930,SbGLK40,G2-like,TF
1030,Sb03g004090,SbGLK12,G2-like,TF
1031,Sb08g019940,SbGLK32,G2-like,TF
1032,Sb09g020340,SbGLK33,G2-like,TF
1033,Sb09g023830,SbGLK34,G2-like,TF
1034,Sb09g024090,SbGLK35,G2-like,TF
1035,Sb03g000400,SbGLK11,G2-like,TF
1036,Sb10g021360,SbGLK37,G2-like,TF
1037,Sb06g031970,SbGLK25,G2-like,TF
1038,Sb01g007030,SbGLK1,G2-like,TF
1039,Sb01g036440,SbGLK4,G2-like,TF
1040,Sb10g025500,SbGLK38,G2-like,TF
1041,Sb10g026550,SbGLK39,G2-like,TF
1042,Sb01g036680,SbGLK5,G2-like,TF
1043,Sb03g047330,SbGLK15,G2-like,TF
1044,Sb04g003140,SbGLK16,G2-like,TF
